Ax,Ay,Az,Gx,Gy,Gz,Label
-0.023,-0.043,1.008,0.420,-3.342,0.254,Idle
-0.030,-0.042,1.013,0.403,-3.334,0.306,Idle
-0.022,-0.048,1.010,0.394,-3.360,0.280,Idle
-0.019,-0.050,1.010,0.394,-3.316,0.262,Idle
-0.024,-0.045,1.010,0.411,-3.334,0.298,Idle
-0.024,-0.042,1.010,0.376,-3.334,0.271,Idle
-0.025,-0.047,1.011,0.429,-3.325,0.289,Idle
-0.021,-0.048,1.014,0.359,-3.316,0.315,Idle
-0.024,-0.045,1.013,0.420,-3.334,0.306,Idle
-0.024,-0.044,1.012,0.385,-3.316,0.271,Idle
-0.020,-0.049,1.009,0.385,-3.378,0.271,Idle
-0.021,-0.047,1.010,0.394,-3.316,0.280,Idle
-0.023,-0.045,1.011,0.411,-3.360,0.280,Idle
-0.024,-0.045,1.010,0.411,-3.351,0.306,Idle
-0.022,-0.047,1.011,0.341,-3.316,0.306,Idle
-0.022,-0.048,1.011,0.368,-3.299,0.280,Idle
-0.024,-0.045,1.012,0.368,-3.316,0.245,Idle
-0.024,-0.042,1.008,0.403,-3.351,0.306,Idle
-0.025,-0.048,1.013,0.350,-3.334,0.306,Idle
-0.019,-0.050,1.009,0.341,-3.334,0.306,Idle
-0.025,-0.045,1.013,0.368,-3.307,0.306,Idle
-0.025,-0.038,1.011,0.350,-3.316,0.333,Idle
-0.019,-0.050,1.011,0.333,-3.360,0.298,Idle
-0.020,-0.053,1.010,0.411,-3.386,0.333,Idle
-0.023,-0.043,1.011,0.455,-3.334,0.315,Idle
-0.028,-0.036,1.012,0.403,-3.273,0.262,Idle
-0.021,-0.047,1.010,0.350,-3.246,0.254,Idle
-0.020,-0.050,1.010,0.350,-3.307,0.289,Idle
-0.022,-0.045,1.010,0.350,-3.290,0.262,Idle
-0.026,-0.042,1.012,0.385,-3.246,0.306,Idle
-0.014,-0.048,1.007,0.403,-3.351,0.298,Idle
-0.021,-0.050,1.010,0.446,-3.360,0.350,Idle
-0.021,-0.049,1.009,0.455,-3.378,0.280,Idle
-0.023,-0.045,1.010,0.420,-3.316,0.271,Idle
-0.023,-0.046,1.011,0.368,-3.299,0.280,Idle
-0.024,-0.046,1.011,0.376,-3.264,0.298,Idle
-0.025,-0.051,1.011,0.350,-3.369,0.280,Idle
-0.022,-0.048,1.012,0.394,-3.325,0.271,Idle
-0.024,-0.046,1.012,0.429,-3.369,0.289,Idle
-0.021,-0.050,1.011,0.420,-3.395,0.324,Idle
-0.020,-0.050,1.011,0.385,-3.334,0.306,Idle
-0.023,-0.045,1.010,0.420,-3.316,0.280,Idle
-0.024,-0.042,1.011,0.341,-3.307,0.271,Idle
-0.023,-0.049,1.013,0.315,-3.273,0.289,Idle
-0.021,-0.050,1.010,0.333,-3.273,0.306,Idle
-0.024,-0.047,1.013,0.359,-3.334,0.280,Idle
-0.023,-0.042,1.009,0.411,-3.369,0.289,Idle
-0.021,-0.044,1.010,0.464,-3.395,0.262,Idle
-0.023,-0.048,1.011,0.403,-3.351,0.262,Idle
-0.022,-0.047,1.011,0.394,-3.290,0.254,Idle
-0.022,-0.044,1.010,0.420,-3.299,0.289,Idle
-0.023,-0.046,1.011,0.350,-3.273,0.280,Idle
-0.024,-0.047,1.010,0.324,-3.307,0.271,Idle
-0.021,-0.046,1.010,0.411,-3.360,0.271,Idle
-0.024,-0.047,1.010,0.350,-3.325,0.315,Idle
-0.024,-0.046,1.012,0.472,-3.334,0.315,Idle
-0.022,-0.043,1.010,0.420,-3.360,0.341,Idle
-0.023,-0.046,1.011,0.403,-3.369,0.289,Idle
-0.025,-0.046,1.010,0.359,-3.342,0.280,Idle
-0.023,-0.046,1.010,0.324,-3.307,0.333,Idle
-0.023,-0.047,1.012,0.341,-3.281,0.262,Idle
-0.023,-0.047,1.010,0.341,-3.273,0.271,Idle
-0.023,-0.044,1.011,0.359,-3.281,0.315,Idle
-0.024,-0.043,1.010,0.385,-3.360,0.298,Idle
-0.022,-0.044,1.010,0.455,-3.351,0.306,Idle
-0.023,-0.049,1.011,0.359,-3.325,0.298,Idle
-0.022,-0.046,1.009,0.324,-3.351,0.306,Idle
-0.024,-0.044,1.013,0.368,-3.369,0.280,Idle
-0.024,-0.045,1.012,0.376,-3.316,0.262,Idle
-0.022,-0.048,1.010,0.403,-3.281,0.306,Idle
-0.023,-0.047,1.010,0.385,-3.334,0.333,Idle
-0.024,-0.045,1.011,0.420,-3.316,0.341,Idle
-0.023,-0.045,1.012,0.376,-3.316,0.254,Idle
-0.022,-0.046,1.009,0.368,-3.325,0.280,Idle
-0.024,-0.047,1.010,0.420,-3.351,0.228,Idle
-0.023,-0.046,1.013,0.420,-3.325,0.315,Idle
-0.023,-0.047,1.010,0.350,-3.299,0.271,Idle
-0.022,-0.047,1.011,0.350,-3.342,0.324,Idle
-0.023,-0.045,1.011,0.359,-3.307,0.280,Idle
-0.025,-0.044,1.010,0.368,-3.290,0.262,Idle
-0.024,-0.045,1.011,0.368,-3.334,0.262,Idle
-0.023,-0.047,1.010,0.350,-3.334,0.280,Idle
-0.022,-0.047,1.010,0.359,-3.307,0.289,Idle
-0.022,-0.046,1.011,0.438,-3.342,0.324,Idle
-0.023,-0.044,1.009,0.350,-3.325,0.298,Idle
-0.022,-0.046,1.010,0.429,-3.307,0.289,Idle
-0.024,-0.046,1.011,0.429,-3.351,0.280,Idle
-0.023,-0.046,1.012,0.376,-3.325,0.271,Idle
-0.023,-0.047,1.011,0.359,-3.325,0.280,Idle
-0.022,-0.047,1.012,0.359,-3.307,0.289,Idle
-0.022,-0.046,1.009,0.403,-3.351,0.298,Idle
-0.023,-0.044,1.010,0.411,-3.325,0.236,Idle
-0.023,-0.046,1.010,0.385,-3.316,0.245,Idle
-0.022,-0.047,1.010,0.333,-3.299,0.245,Idle
-0.023,-0.044,1.013,0.499,-3.369,0.271,Idle
-0.025,-0.044,1.011,0.438,-3.351,0.271,Idle
-0.024,-0.045,1.011,0.446,-3.342,0.333,Idle
-0.021,-0.048,1.010,0.376,-3.386,0.315,Idle
-0.020,-0.046,1.010,0.420,-3.316,0.306,Idle
-0.023,-0.045,1.012,0.464,-3.404,0.280,Idle
-0.023,-0.046,1.009,0.149,-3.150,0.280,Idle
-0.021,-0.047,1.011,0.333,-3.351,0.271,Idle
-0.024,-0.047,1.011,0.359,-3.307,0.280,Idle
-0.023,-0.044,1.011,0.438,-3.316,0.306,Idle
-0.023,-0.045,1.012,0.306,-3.255,0.245,Idle
-0.022,-0.047,1.010,0.333,-3.316,0.324,Idle
-0.023,-0.045,1.011,0.359,-3.307,0.333,Idle
-0.023,-0.043,1.011,0.306,-3.273,0.245,Idle
-0.023,-0.045,1.010,0.403,-3.290,0.271,Idle
-0.022,-0.046,1.011,0.350,-3.299,0.245,Idle
-0.024,-0.047,1.010,0.359,-3.299,0.306,Idle
-0.023,-0.043,1.010,0.420,-3.307,0.289,Idle
-0.025,-0.044,1.012,0.385,-3.325,0.280,Idle
-0.022,-0.048,1.011,0.429,-3.342,0.262,Idle
-0.022,-0.047,1.009,0.403,-3.351,0.298,Idle
-0.024,-0.045,1.010,0.333,-3.325,0.245,Idle
-0.023,-0.045,1.010,0.368,-3.325,0.306,Idle
-0.022,-0.048,1.010,0.333,-3.342,0.280,Idle
-0.023,-0.047,1.011,0.411,-3.342,0.280,Idle
-0.023,-0.043,1.011,0.429,-3.307,0.289,Idle
-0.024,-0.046,1.010,0.403,-3.316,0.271,Idle
-0.022,-0.048,1.011,0.420,-3.378,0.333,Idle
-0.022,-0.046,1.011,0.411,-3.316,0.315,Idle
-0.024,-0.046,1.009,0.368,-3.273,0.298,Idle
-0.023,-0.046,1.010,0.394,-3.316,0.289,Idle
-0.022,-0.046,1.010,0.376,-3.342,0.298,Idle
-0.024,-0.045,1.012,0.385,-3.299,0.298,Idle
-0.022,-0.047,1.011,0.420,-3.325,0.245,Idle
-0.022,-0.046,1.011,0.376,-3.299,0.271,Idle
-0.022,-0.047,1.011,0.394,-3.334,0.315,Idle
-0.023,-0.045,1.012,0.394,-3.351,0.306,Idle
-0.023,-0.045,1.009,0.333,-3.369,0.324,Idle
-0.022,-0.046,1.010,0.333,-3.325,0.298,Idle
-0.023,-0.048,1.012,0.350,-3.307,0.306,Idle
-0.023,-0.045,1.011,0.420,-3.351,0.298,Idle
-0.023,-0.045,1.009,0.429,-3.342,0.271,Idle
-0.023,-0.046,1.010,0.403,-3.351,0.254,Idle
-0.023,-0.045,1.011,0.385,-3.334,0.306,Idle
-0.023,-0.046,1.011,0.420,-3.378,0.306,Idle
-0.022,-0.047,1.009,0.438,-3.316,0.333,Idle
-0.022,-0.049,1.011,0.403,-3.342,0.280,Idle
-0.023,-0.046,1.012,0.394,-3.334,0.298,Idle
-0.023,-0.044,1.010,0.368,-3.299,0.280,Idle
-0.023,-0.044,1.011,0.385,-3.334,0.289,Idle
-0.023,-0.046,1.012,0.385,-3.299,0.324,Idle
-0.022,-0.047,1.011,0.376,-3.334,0.271,Idle
-0.022,-0.047,1.012,0.394,-3.316,0.315,Idle
-0.022,-0.046,1.010,0.359,-3.290,0.289,Idle
-0.023,-0.044,1.010,0.376,-3.299,0.289,Idle
-0.024,-0.043,1.012,0.376,-3.307,0.262,Idle
-0.022,-0.044,1.011,0.376,-3.290,0.271,Idle
-0.024,-0.045,1.011,0.376,-3.299,0.280,Idle
-0.022,-0.047,1.011,0.420,-3.325,0.271,Idle
-0.022,-0.048,1.008,0.359,-3.325,0.280,Idle
-0.022,-0.047,1.010,0.385,-3.325,0.298,Idle
-0.023,-0.046,1.010,0.403,-3.334,0.271,Idle
-0.023,-0.045,1.011,0.429,-3.325,0.298,Idle
-0.023,-0.046,1.013,0.394,-3.334,0.324,Idle
-0.023,-0.046,1.011,0.315,-3.316,0.315,Idle
-0.022,-0.044,1.011,0.394,-3.342,0.298,Idle
-0.024,-0.045,1.012,0.376,-3.273,0.289,Idle
-0.022,-0.046,1.010,0.376,-3.264,0.289,Idle
-0.021,-0.047,1.010,0.376,-3.307,0.280,Idle
-0.024,-0.045,1.010,0.359,-3.290,0.228,Idle
-0.023,-0.045,1.011,0.376,-3.316,0.236,Idle
-0.023,-0.047,1.010,0.333,-3.273,0.298,Idle
-0.021,-0.047,1.010,0.368,-3.316,0.254,Idle
-0.021,-0.043,1.010,0.376,-3.307,0.192,Idle
-0.021,-0.032,1.010,0.333,-3.106,-1.619,Idle
-0.022,-0.045,1.012,0.385,-3.027,-3.220,Idle
-0.022,-0.047,1.009,0.403,-3.159,-2.791,Idle
-0.024,-0.048,1.012,0.376,-3.273,-0.368,Idle
-0.022,-0.043,1.011,0.376,-3.316,-0.245,Idle
-0.023,-0.046,1.011,0.394,-3.316,0.271,Idle
-0.022,-0.047,1.010,0.368,-3.342,0.245,Idle
-0.023,-0.045,1.010,0.376,-3.334,0.289,Idle
-0.023,-0.045,1.011,0.411,-3.307,0.262,Idle
-0.022,-0.045,1.011,0.438,-3.316,0.306,Idle
-0.022,-0.046,1.011,0.394,-3.316,0.298,Idle
-0.023,-0.047,1.011,0.403,-3.316,0.306,Idle
-0.024,-0.047,1.012,0.411,-3.325,0.306,Idle
-0.023,-0.045,1.012,0.438,-3.316,0.271,Idle
-0.023,-0.046,1.011,0.385,-3.325,0.289,Idle
-0.021,-0.049,1.011,0.333,-3.281,0.289,Idle
-0.023,-0.046,1.011,0.376,-3.342,0.306,Idle
-0.023,-0.043,1.011,0.438,-3.369,0.245,Idle
-0.023,-0.046,1.011,0.359,-3.316,0.298,Idle
-0.022,-0.047,1.012,0.333,-3.325,0.324,Idle
-0.023,-0.046,1.012,0.368,-3.281,0.280,Idle
-0.024,-0.045,1.011,0.376,-3.325,0.333,Idle
-0.023,-0.046,1.010,0.385,-3.342,0.254,Idle
-0.022,-0.047,1.011,0.411,-3.307,0.298,Idle
-0.022,-0.047,1.011,0.446,-3.316,0.262,Idle
-0.022,-0.048,1.010,0.359,-3.334,0.280,Idle
-0.023,-0.046,1.011,0.333,-3.299,0.315,Idle
-0.024,-0.045,1.012,0.359,-3.255,0.289,Idle
-0.024,-0.045,1.011,0.376,-3.281,0.271,Idle
-0.024,-0.045,1.010,0.376,-3.325,0.271,Idle
-0.023,-0.047,1.011,0.394,-3.325,0.306,Idle
-0.021,-0.048,1.012,0.350,-3.325,0.315,Idle
-0.023,-0.047,1.011,0.315,-3.299,0.280,Idle
-0.022,-0.044,1.010,0.394,-3.299,0.236,Idle
-0.024,-0.047,1.011,0.333,-3.334,0.280,Idle
-0.023,-0.047,1.010,0.429,-3.307,0.324,Idle
-0.024,-0.046,1.012,0.403,-3.299,0.289,Idle
-0.025,-0.044,1.011,0.350,-3.316,0.289,Idle
-0.021,-0.046,1.011,0.403,-3.316,0.271,Idle
-0.021,-0.047,1.012,0.359,-3.360,0.315,Idle
-0.022,-0.048,1.011,0.368,-3.334,0.280,Idle
-0.022,-0.044,1.008,0.403,-3.342,0.324,Idle
-0.024,-0.046,1.011,0.438,-3.316,0.298,Idle
-0.022,-0.047,1.010,0.385,-3.351,0.315,Idle
-0.023,-0.045,1.013,0.385,-3.325,0.306,Idle
-0.025,-0.044,1.011,0.411,-3.369,0.219,Idle
-0.022,-0.045,1.010,0.350,-3.334,0.289,Idle
-0.023,-0.052,1.010,0.333,-3.316,0.298,Idle
-0.023,-0.045,1.009,0.350,-3.325,0.262,Idle
-0.022,-0.046,1.010,0.376,-3.316,0.333,Idle
-0.024,-0.045,1.011,0.394,-3.342,0.289,Idle
-0.023,-0.052,1.016,0.420,-3.334,0.254,Idle
-0.019,-0.044,1.008,0.420,-3.395,0.315,Idle
-0.023,-0.046,1.011,0.385,-3.342,0.306,Idle
-0.026,-0.047,1.014,0.394,-3.307,0.271,Idle
-0.022,-0.047,1.010,0.429,-3.290,0.289,Idle
-0.029,-0.043,1.015,0.376,-3.281,0.315,Idle
-0.028,-0.047,1.012,0.429,-3.273,0.289,Idle
-0.022,-0.051,1.011,0.385,-3.299,0.315,Idle
-0.020,-0.050,1.011,0.385,-3.299,0.228,Idle
-0.023,-0.044,1.011,0.403,-3.369,0.245,Idle
-0.026,-0.041,1.012,0.376,-3.342,0.271,Idle
-0.021,-0.043,1.008,0.368,-3.316,0.254,Idle
-0.018,-0.048,1.010,0.359,-3.325,0.271,Idle
-0.023,-0.045,1.012,0.368,-3.360,0.271,Idle
-0.027,-0.044,1.012,0.333,-3.246,0.298,Idle
-0.020,-0.045,1.010,0.385,-3.299,0.306,Idle
-0.023,-0.048,1.010,0.394,-3.325,0.280,Idle
-0.025,-0.047,1.012,0.438,-3.299,0.280,Idle
-0.025,-0.044,1.011,0.403,-3.342,0.280,Idle
-0.021,-0.045,1.010,0.438,-3.334,0.289,Idle
-0.026,-0.047,1.013,0.350,-3.281,0.315,Idle
-0.024,-0.040,1.011,0.411,-3.299,0.341,Idle
-0.024,-0.049,1.014,0.394,-3.299,0.298,Idle
-0.015,-0.056,1.009,0.376,-3.351,0.245,Idle
-0.022,-0.049,1.012,0.385,-3.342,0.262,Idle
-0.024,-0.041,1.011,0.403,-3.307,0.271,Idle
-0.026,-0.041,1.012,0.341,-3.404,0.298,Idle
-0.019,-0.049,1.011,0.403,-3.290,0.280,Idle
-0.021,-0.047,1.017,0.341,-3.325,0.262,Idle
-0.024,-0.043,1.011,0.385,-3.316,0.228,Idle
-0.024,-0.043,1.008,0.385,-3.299,0.289,Idle
-0.022,-0.047,1.010,0.403,-3.325,0.298,Idle
-0.023,-0.046,1.011,0.385,-3.342,0.289,Idle
-0.024,-0.045,1.011,0.429,-3.334,0.289,Idle
-0.022,-0.045,1.011,0.341,-3.369,0.324,Idle
-0.022,-0.049,1.011,0.385,-3.325,0.333,Idle
-0.023,-0.048,1.011,0.368,-3.351,0.298,Idle
-0.023,-0.043,1.011,0.385,-3.342,0.280,Idle
-0.023,-0.044,1.010,0.315,-3.334,0.306,Idle
-0.022,-0.048,1.012,0.368,-3.316,0.262,Idle
-0.022,-0.047,1.011,0.306,-3.325,0.271,Idle
-0.024,-0.046,1.011,0.368,-3.325,0.280,Idle
-0.024,-0.044,1.013,0.385,-3.342,0.306,Idle
-0.022,-0.046,1.012,0.341,-3.325,0.289,Idle
-0.021,-0.047,1.011,0.403,-3.325,0.271,Idle
-0.023,-0.045,1.011,0.385,-3.342,0.306,Idle
-0.023,-0.046,1.011,0.394,-3.325,0.254,Idle
-0.023,-0.046,1.011,0.385,-3.316,0.289,Idle
-0.023,-0.046,1.011,0.385,-3.299,0.262,Idle
-0.023,-0.046,1.011,0.368,-3.360,0.271,Idle
-0.022,-0.047,1.011,0.341,-3.360,0.219,Idle
-0.022,-0.047,1.011,0.359,-3.273,0.306,Idle
-0.023,-0.046,1.012,0.403,-3.342,0.254,Idle
-0.024,-0.046,1.012,0.376,-3.342,0.315,Idle
-0.023,-0.046,1.012,0.341,-3.316,0.280,Idle
-0.023,-0.046,1.010,0.385,-3.351,0.298,Idle
-0.023,-0.046,1.011,0.446,-3.334,0.271,Idle
-0.023,-0.045,1.011,0.403,-3.369,0.271,Idle
-0.024,-0.046,1.012,0.385,-3.316,0.262,Idle
-0.022,-0.047,1.010,0.385,-3.316,0.262,Idle
-0.022,-0.046,1.012,0.368,-3.299,0.280,Idle
-0.023,-0.046,1.011,0.385,-3.342,0.289,Idle
-0.023,-0.046,1.012,0.429,-3.351,0.298,Idle
-0.022,-0.047,1.012,0.411,-3.360,0.298,Idle
-0.023,-0.047,1.011,0.429,-3.299,0.271,Idle
-0.022,-0.045,1.010,0.420,-3.299,0.289,Idle
-0.023,-0.046,1.011,0.149,-3.194,0.280,Idle
-0.023,-0.046,1.012,0.403,-3.334,0.271,Idle
-0.023,-0.045,1.010,0.350,-3.342,0.289,Idle
-0.024,-0.046,1.011,0.420,-3.316,0.280,Idle
-0.023,-0.046,1.012,0.411,-3.342,0.280,Idle
-0.022,-0.047,1.010,0.438,-3.334,0.254,Idle
-0.022,-0.046,1.011,0.403,-3.334,0.271,Idle
-0.022,-0.045,1.010,0.385,-3.307,0.271,Idle
-0.023,-0.046,1.012,0.394,-3.325,0.306,Idle
-0.023,-0.046,1.011,0.403,-3.299,0.254,Idle
-0.023,-0.046,1.010,0.333,-3.316,0.324,Idle
-0.023,-0.045,1.011,0.333,-3.342,0.306,Idle
-0.022,-0.045,1.013,0.551,-3.412,0.315,Idle
-0.020,-0.047,1.010,0.429,-3.378,0.271,Idle
-0.025,-0.047,1.012,0.472,-3.351,0.262,Idle
-0.021,-0.044,1.010,0.455,-3.360,0.271,Idle
-0.023,-0.047,1.011,0.368,-3.316,0.254,Idle
-0.022,-0.046,1.012,0.350,-3.307,0.315,Idle
-0.024,-0.046,1.011,0.411,-3.325,0.298,Idle
-0.023,-0.044,1.012,0.438,-3.307,0.289,Idle
-0.022,-0.047,1.010,0.368,-3.290,0.280,Idle
-0.021,-0.050,1.009,0.446,-3.351,0.280,Idle
-0.022,-0.046,1.023,0.368,-3.307,0.210,Idle
-0.020,-0.041,1.013,0.350,-3.360,0.333,Idle
-0.022,-0.052,1.018,0.280,-3.351,0.262,Idle
-0.022,-0.049,1.011,0.420,-3.281,0.280,Idle
-0.024,-0.042,1.010,0.385,-3.334,0.289,Idle
-0.025,-0.043,1.011,0.403,-3.307,0.341,Idle
-0.022,-0.048,1.010,0.359,-3.351,0.254,Idle
-0.021,-0.048,1.010,0.394,-3.290,0.271,Idle
-0.023,-0.044,1.010,0.403,-3.342,0.254,Idle
-0.023,-0.043,1.011,0.341,-3.351,0.298,Idle
-0.022,-0.049,1.012,0.350,-3.334,0.298,Idle
-0.022,-0.049,1.012,0.420,-3.325,0.254,Idle
-0.024,-0.043,1.011,0.403,-3.342,0.280,Idle
-0.024,-0.044,1.010,0.403,-3.316,0.262,Idle
-0.022,-0.049,1.012,0.368,-3.290,0.289,Idle
-0.021,-0.047,1.011,0.359,-3.378,0.254,Idle
-0.023,-0.044,1.012,0.411,-3.325,0.280,Idle
-0.024,-0.044,1.010,0.368,-3.307,0.306,Idle
-0.022,-0.049,1.011,0.385,-3.307,0.306,Idle
-0.022,-0.048,1.012,0.385,-3.342,0.271,Idle
-0.024,-0.045,1.009,0.359,-3.369,0.236,Idle
-0.025,-0.044,1.012,0.333,-3.299,0.306,Idle
-0.022,-0.048,1.012,0.385,-3.325,0.271,Idle
-0.023,-0.046,1.011,0.359,-3.316,0.289,Idle
-0.024,-0.044,1.011,0.376,-3.307,0.280,Idle
-0.024,-0.046,1.010,0.368,-3.299,0.271,Idle
-0.023,-0.047,1.013,0.341,-3.299,0.271,Idle
-0.023,-0.046,1.010,0.376,-3.290,0.254,Idle
-0.023,-0.044,1.011,0.376,-3.342,0.324,Idle
-0.023,-0.046,1.011,0.385,-3.334,0.254,Idle
-0.022,-0.047,1.010,0.341,-3.342,0.280,Idle
-0.023,-0.046,1.012,0.324,-3.360,0.289,Idle
-0.024,-0.046,1.011,0.420,-3.316,0.271,Idle
-0.023,-0.044,1.012,0.350,-3.316,0.210,Idle
-0.020,-0.044,1.016,0.481,-3.194,-4.988,Idle
-0.023,-0.052,1.011,0.420,-3.281,-0.560,Idle
-0.022,-0.045,1.011,0.394,-3.307,0.245,Idle
-0.023,-0.046,1.009,0.359,-3.360,0.298,Idle
-0.022,-0.047,1.011,0.368,-3.351,0.245,Idle
-0.023,-0.046,1.012,0.359,-3.299,0.254,Idle
-0.024,-0.045,1.010,0.333,-3.307,0.280,Idle
-0.022,-0.047,1.010,0.350,-3.316,0.245,Idle
-0.022,-0.047,1.011,0.368,-3.307,0.184,Idle
-0.021,-0.037,1.011,0.368,-3.246,-0.744,Idle
-0.023,-0.041,1.012,0.490,-3.351,-1.881,Idle
-0.022,-0.047,1.011,0.481,-3.334,0.052,Idle
-0.023,-0.046,1.012,0.394,-3.299,0.271,Idle
-0.024,-0.045,1.012,0.385,-3.281,0.271,Idle
-0.022,-0.045,1.012,0.385,-3.307,0.262,Idle
-0.023,-0.046,1.011,0.385,-3.316,0.298,Idle
-0.023,-0.046,1.009,0.368,-3.290,0.280,Idle
-0.023,-0.045,1.012,0.341,-3.316,0.262,Idle
-0.023,-0.045,1.011,0.350,-3.334,0.280,Idle
-0.021,-0.047,1.012,0.350,-3.325,0.280,Idle
-0.023,-0.047,1.012,0.368,-3.325,0.262,Idle
-0.023,-0.046,1.012,0.385,-3.299,0.289,Idle
-0.023,-0.045,1.011,0.420,-3.290,0.262,Idle
-0.023,-0.047,1.012,0.376,-3.334,0.219,Idle
-0.024,-0.046,1.012,0.403,-3.307,0.219,Idle
-0.022,-0.043,1.009,0.403,-3.255,-0.192,Idle
-0.022,-0.042,1.011,0.306,-3.211,-0.621,Idle
-0.021,-0.038,1.013,0.438,-3.246,-1.697,Idle
-0.022,-0.039,1.008,0.464,-3.273,-2.931,Idle
-0.024,-0.045,1.007,0.429,-3.334,0.114,Idle
-0.024,-0.046,1.013,0.368,-3.316,0.315,Idle
-0.023,-0.048,1.012,0.359,-3.307,0.271,Idle
-0.023,-0.046,1.010,0.376,-3.325,0.254,Idle
-0.024,-0.044,1.009,0.341,-3.307,0.280,Idle
-0.023,-0.045,1.010,0.376,-3.307,0.262,Idle
-0.023,-0.047,1.009,0.359,-3.325,0.175,Idle
-0.023,-0.047,1.010,0.376,-3.307,0.210,Idle
-0.024,-0.046,1.011,0.464,-3.273,0.079,Idle
-0.023,-0.046,1.011,0.341,-3.316,0.140,Idle
-0.023,-0.047,1.012,0.359,-3.299,0.192,Idle
-0.022,-0.044,1.013,0.350,-3.281,0.009,Idle
-0.023,-0.040,1.007,0.333,-3.106,-3.290,Idle
-0.028,-0.069,1.008,0.394,-3.316,-0.123,Idle
-0.023,-0.047,1.011,0.341,-3.290,0.271,Idle
-0.023,-0.047,1.012,0.368,-3.307,0.289,Idle
-0.024,-0.046,1.011,0.350,-3.273,0.298,Idle
-0.023,-0.046,1.010,0.368,-3.334,0.271,Idle
-0.023,-0.048,1.012,0.341,-3.316,0.298,Idle
-0.022,-0.048,1.010,0.385,-3.290,0.315,Idle
-0.023,-0.046,1.012,0.359,-3.316,0.236,Idle
-0.024,-0.046,1.011,0.315,-3.307,0.289,Idle
-0.024,-0.046,1.011,0.376,-3.325,0.271,Idle
-0.023,-0.047,1.011,0.368,-3.342,0.262,Idle
-0.023,-0.047,1.011,0.394,-3.342,0.262,Idle
-0.023,-0.046,1.010,0.446,-3.342,0.262,Idle
-0.024,-0.046,1.012,0.359,-3.290,0.324,Idle
-0.022,-0.047,1.011,0.376,-3.334,0.271,Idle
-0.022,-0.048,1.011,0.403,-3.316,0.289,Idle
-0.023,-0.046,1.011,0.368,-3.316,0.254,Idle
-0.023,-0.045,1.014,0.333,-3.325,0.254,Idle
-0.022,-0.048,1.011,0.368,-3.351,0.236,Idle
-0.021,-0.043,1.014,0.333,-3.246,-0.394,Idle
-0.021,-0.039,1.011,0.420,-3.168,-3.386,Idle
-0.023,-0.051,1.016,0.613,-3.439,-3.430,Idle
-0.022,-0.046,1.012,0.341,-3.325,0.262,Idle
-0.023,-0.047,1.011,0.324,-3.342,0.271,Idle
-0.023,-0.044,1.011,0.385,-3.325,0.254,Idle
-0.025,-0.044,1.012,0.368,-3.299,0.289,Idle
-0.021,-0.049,1.012,0.376,-3.325,0.298,Idle
-0.022,-0.049,1.011,0.368,-3.299,0.315,Idle
-0.023,-0.047,1.010,0.411,-3.316,0.324,Idle
-0.023,-0.044,1.009,0.420,-3.325,0.245,Idle
-0.023,-0.047,1.012,0.403,-3.307,0.280,Idle
-0.022,-0.048,1.010,0.350,-3.378,0.306,Idle
-0.024,-0.048,1.011,0.403,-3.342,0.298,Idle
-0.024,-0.046,1.013,0.385,-3.307,0.280,Idle
-0.026,-0.044,1.008,0.385,-3.299,0.262,Idle
-0.023,-0.047,1.008,0.385,-3.290,0.219,Idle
-0.023,-0.047,1.010,0.385,-3.281,0.271,Idle
-0.023,-0.044,1.012,0.385,-3.307,0.262,Idle
-0.023,-0.048,1.021,0.376,-3.273,0.306,Idle
-0.023,-0.046,1.012,0.455,-3.325,0.280,Idle
-0.024,-0.047,1.011,0.394,-3.360,0.271,Idle
-0.022,-0.048,1.010,0.429,-3.351,0.245,Idle
-0.024,-0.047,1.010,0.499,-3.299,0.306,Idle
-0.023,-0.047,1.011,0.350,-3.316,0.289,Idle
-0.023,-0.047,1.011,0.420,-3.316,0.245,Idle
-0.023,-0.046,1.012,0.385,-3.307,0.254,Idle
-0.023,-0.046,1.010,0.385,-3.281,0.280,Idle
-0.023,-0.047,1.012,0.376,-3.316,0.262,Idle
-0.023,-0.047,1.011,0.403,-3.325,0.298,Idle
-0.023,-0.046,1.011,0.359,-3.290,0.262,Idle
-0.023,-0.047,1.011,0.324,-3.316,0.306,Idle
-0.024,-0.047,1.011,0.359,-3.316,0.306,Idle
-0.023,-0.046,1.011,0.298,-3.351,0.298,Idle
-0.023,-0.046,1.010,0.359,-3.316,0.333,Idle
-0.024,-0.047,1.012,0.359,-3.316,0.306,Idle
-0.023,-0.046,1.010,0.394,-3.334,0.280,Idle
-0.023,-0.047,1.012,0.403,-3.307,0.262,Idle
-0.023,-0.046,1.012,0.368,-3.307,0.254,Idle
-0.022,-0.044,1.010,0.341,-3.264,0.018,Idle
-0.018,-0.027,1.017,0.376,-3.124,-2.844,Idle
-0.026,-0.053,1.010,0.385,-2.931,-5.267,Idle
-0.024,-0.056,1.013,0.368,-3.290,-2.179,Idle
-0.024,-0.048,1.010,0.350,-3.325,0.306,Idle
-0.023,-0.047,1.010,0.368,-3.290,0.315,Idle
-0.024,-0.046,1.013,0.324,-3.299,0.315,Idle
-0.024,-0.045,1.011,0.333,-3.264,0.271,Idle
-0.024,-0.046,1.011,0.333,-3.316,0.306,Idle
